영역,진입 HTML ID,버튼명,판정,뷰어 URL,앱 진입 경로,이동 경로,경로가 정확히 일치하는 기존 HTML ID,관찰된 옵션,비고,재현 컨트롤 키
거래,deals,1페이지,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=deals,/erp/deals,/erp/deals,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|1페이지||1
AI에게 묻기,ai-empty,AI 서류 처리,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/home,home; workspace-menu; product-menu; profile-menu; home-action-01; home-action-02; home-action-03; home-action-04; home-action-05; home-action-06; home-action-07; home-action-08,,,BUTTON|AI 서류 처리||1
AI에게 묻기,ai-empty,새 대화,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,,BUTTON|새 대화||1
AI에게 묻기,ai-empty,질문하기,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|질문하기||1
AI에게 묻기,ai-empty,저장한 답변과 상세 조회,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,,BUTTON|저장한 답변과 상세 조회||1
AI에게 묻기,ai-empty,파일 찾기,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,,BUTTON|파일 찾기||1
AI에게 묻기,ai-empty,B/L이 누락된 거래필수 서류 미비 거래,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,,BUTTON|B/L이 누락된 거래필수 서류 미비 거래||1
AI에게 묻기,ai-empty,GP가 낮아진 거래처최근 30일 영업 성과,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,,BUTTON|GP가 낮아진 거래처최근 30일 영업 성과||1
AI에게 묻기,ai-empty,오늘 승인할 문서승인 대기 문서 2건,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,,BUTTON|오늘 승인할 문서승인 대기 문서 2건||1
AI에게 묻기,ai-empty,참조 자료 없음연결된 문서·거래 없음,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,,BUTTON|참조 자료 없음연결된 문서·거래 없음||1
AI에게 묻기,ai-empty,AI 분석 중업무 데이터를 조회하는 중,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,,BUTTON|AI 분석 중업무 데이터를 조회하는 중||1
AI에게 묻기,ai-empty,최신 데이터 대기문서 분석 완료를 기다리는 중,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-empty,/erp/ai,/erp/ai,,,,BUTTON|최신 데이터 대기문서 분석 완료를 기다리는 중||1
선적,shipments,1페이지,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=shipments,/erp/shipments,/erp/shipments,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|1페이지||1
선적,shipments,2페이지,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=shipments,/erp/shipments,/erp/shipments,,,,BUTTON|2페이지||1
선적,shipments,3페이지,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=shipments,/erp/shipments,/erp/shipments,,,,BUTTON|3페이지||1
선적,shipments,다음 페이지,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=shipments,/erp/shipments,/erp/shipments,,,,BUTTON|다음 페이지||1
영업 성과,sales-sgd,경영·성과,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=sales-sgd,/erp/sales,/erp/monitoring,monitoring; monitoring-action-01; monitoring-action-02; monitoring-action-03; monitoring-action-04; monitoring-action-05; monitoring-action-07,,,BUTTON|경영·성과||1
영업 성과,sales-sgd,3개월,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=sales-sgd,/erp/sales,/erp/sales,,,,BUTTON|3개월||1
영업 성과,sales-sgd,6개월,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=sales-sgd,/erp/sales,/erp/sales,,,,BUTTON|6개월||1
영업 성과,sales-sgd,12개월,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=sales-sgd,/erp/sales,/erp/sales,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|12개월||1
영업 성과,sales-sgd,USD,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=sales-sgd,/erp/sales,/erp/sales,,,,BUTTON|USD||1
영업 성과,sales-sgd,SGD,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=sales-sgd,/erp/sales,/erp/sales,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|SGD||1
영업 성과,sales-sgd,담당자 필터,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=sales-sgd,/erp/sales,/erp/sales,,전체 담당자; 조민영; 김민지,,BUTTON|담당자 필터||1
정산,settlement,1페이지,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=settlement,/erp/settlement,/erp/settlement,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|1페이지||1
정산,settlement,2페이지,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settlement,/erp/settlement,/erp/settlement,,,,BUTTON|2페이지||1
정산,settlement,다음 페이지,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=settlement,/erp/settlement,/erp/settlement,,,,BUTTON|다음 페이지||2
오늘 할 일,home-empty,AI 서류 처리,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=home-empty,/erp/home?state=empty,/erp/home,home; workspace-menu; product-menu; profile-menu; home-action-01; home-action-02; home-action-03; home-action-04; home-action-05; home-action-06; home-action-07; home-action-08,,,BUTTON|AI 서류 처리||1
오늘 할 일,home-empty,이번 달 ACME 매출은?,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-empty,/erp/home?state=empty,/erp/home?state=empty,,,,BUTTON|이번 달 ACME 매출은?||1
오늘 할 일,home-empty,확정 안 된 인보이스 몇 건?,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-empty,/erp/home?state=empty,/erp/home?state=empty,,,,BUTTON|확정 안 된 인보이스 몇 건?||1
오늘 할 일,home-empty,미수금 거래처는?,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-empty,/erp/home?state=empty,/erp/home?state=empty,,,,BUTTON|미수금 거래처는?||1
오늘 할 일,home-empty,초기화,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-empty,/erp/home?state=empty,/erp/home?state=empty,,,,BUTTON|초기화||1
오늘 할 일,home-empty,업무판 배치 방식,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-empty,/erp/home?state=empty,/erp/home?state=empty,,자동 재배치형 / 카드 크기에 따라 빈 공간을 다시 채웁니다.; 분할 조절형 / 맞닿은 카드끼리 영역을 나눠 가집니다.; 데이터 있음; 빈 상태,,BUTTON|업무판 배치 방식||1
오늘 할 일,home-error,오늘 먼저 처리할 업무는?,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-error,/erp/home?state=error,/erp/home?state=error,,,,BUTTON|오늘 먼저 처리할 업무는?||1
오늘 할 일,home-error,입금 예정인 거래는?,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-error,/erp/home?state=error,/erp/home?state=error,,,,BUTTON|입금 예정인 거래는?||1
오늘 할 일,home-error,확인할 서류가 있어?,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-error,/erp/home?state=error,/erp/home?state=error,,,,BUTTON|확인할 서류가 있어?||1
오늘 할 일,home-error,내 거래,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=home-error,/erp/home?state=error,/erp/deals,deals; deals-action-01; deals-action-02; deals-action-03; deals-action-04; deals-action-05; deals-action-06; deals-action-07; deals-action-08; deals-action-09; deals-action-10; deals-action-11; deals-action-12; deals-action-13; deals-action-14; deals-action-15; deals-action-16; deals-action-17; deals-action-18; deals-action-19; deals-action-20,,,BUTTON|내 거래||1
오늘 할 일,home-error,선적 보기,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=home-error,/erp/home?state=error,/erp/shipments,shipments; shipment-review; shipment-invalid; shipment-completed; shipment-review-nordic; shipment-invalid-nordic; shipment-completed-nordic; shipments-action-02; shipments-action-03; shipments-action-05; shipments-action-06; shipments-action-07; shipments-action-08; shipments-action-09; shipments-action-11; shipments-action-12; shipments-action-13; shipments-action-14; shipments-action-15; shipments-action-16; shipments-action-17; shipments-action-19; shipments-action-21; shipments-action-22; shipments-action-23; shipments-action-24; shipments-action-25; shipments-action-26; shipments-action-27; shipments-action-38,,,BUTTON|선적 보기||1
오늘 할 일,home-error,다시 불러오기,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-error,/erp/home?state=error,/erp/home?state=error,,,,BUTTON|다시 불러오기||1
AI에게 묻기,ai-action-06,조회 대상,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-06,/erp/ai,/erp/ai,,거래처별 등록 거래; ETA 기준 도착 예정; 출항 예정 선적; 문서에서 확인한 정보; 보관된 문서 본문; 현재 근거와 남은 업무; 현재 받을 돈·지급할 돈,,BUTTON|조회 대상||1
AI에게 묻기,ai-action-06,업무정보 조회,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-06,/erp/ai,/erp/ai,,,,BUTTON|업무정보 조회||1
AI에게 묻기,ai-action-06,모레 도착 예정,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-06,/erp/ai,/erp/ai,,,,BUTTON|모레 도착 예정||1
AI에게 묻기,ai-action-06,다음 주 출항 예정,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-06,/erp/ai,/erp/ai,,,,BUTTON|다음 주 출항 예정||1
AI에게 묻기,ai-action-06,거래에서 문서 계획·관계 확인,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-06,/erp/ai,/erp/deals,deals; deals-action-01; deals-action-02; deals-action-03; deals-action-04; deals-action-05; deals-action-06; deals-action-07; deals-action-08; deals-action-09; deals-action-10; deals-action-11; deals-action-12; deals-action-13; deals-action-14; deals-action-15; deals-action-16; deals-action-17; deals-action-18; deals-action-19; deals-action-20,,,BUTTON|거래에서 문서 계획·관계 확인||1
AI에게 묻기,ai-action-06,선적 연결·일정 확인,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-06,/erp/ai,/erp/shipments,shipments; shipment-review; shipment-invalid; shipment-completed; shipment-review-nordic; shipment-invalid-nordic; shipment-completed-nordic; shipments-action-02; shipments-action-03; shipments-action-05; shipments-action-06; shipments-action-07; shipments-action-08; shipments-action-09; shipments-action-11; shipments-action-12; shipments-action-13; shipments-action-14; shipments-action-15; shipments-action-16; shipments-action-17; shipments-action-19; shipments-action-21; shipments-action-22; shipments-action-23; shipments-action-24; shipments-action-25; shipments-action-26; shipments-action-27; shipments-action-38,,,BUTTON|선적 연결·일정 확인||1
AI에게 묻기,ai-action-07,SC-2026-0708.pdf판매계약서 · DL-260708-08 · ACME GmbH오늘 08:42,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-07,/erp/ai,/erp/ai,,,,BUTTON|SC-2026-0708.pdf판매계약서 · DL-260708-08 · ACME GmbH오늘 08:42||1
AI에게 묻기,ai-action-11,대화 기록 열기,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-11,/erp/ai,/erp/ai,,,,BUTTON|대화 기록 열기||2
AI에게 묻기,ai-action-13,검토·배정 대기 문서B/L 분석 중 1건문서,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-13,/erp/ai,/erp/documents/upload,document-upload; document-upload-action-02; document-upload-action-03; document-upload-action-04; document-upload-action-05; document-upload-action-06; document-upload-action-07; document-upload-action-08; document-upload-action-09; document-upload-action-10; document-upload-action-11; document-upload-action-12,,,BUTTON|검토·배정 대기 문서B/L 분석 중 1건문서||1
AI에게 묻기,ai-action-13,답변 복사,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-13,/erp/ai,/erp/ai,,,,BUTTON|답변 복사||1
AI에게 묻기,ai-action-13,답변 다시 생성,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-13,/erp/ai,/erp/ai,,,,BUTTON|답변 다시 생성||1
AI에게 묻기,ai-action-13,도움이 됨,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-13,/erp/ai,/erp/ai,,,,BUTTON|도움이 됨||1
AI에게 묻기,ai-action-13,도움이 되지 않음,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-13,/erp/ai,/erp/ai,,,,BUTTON|도움이 되지 않음||1
AI에게 묻기,ai-action-14,ACME GmbH최근 30일 GP 11.2% → 6.4%성과,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-14,/erp/ai,/erp/sales,sales; sales-sgd; sales-action-02; sales-action-03; sales-action-04; sales-action-05; sales-action-06; sales-action-07; sales-action-08; sales-action-09,,,BUTTON|ACME GmbH최근 30일 GP 11.2% → 6.4%성과||1
AI에게 묻기,ai-action-14,영업 성과거래처별 GP 분석리포트,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-14,/erp/ai,/erp/sales,sales; sales-sgd; sales-action-02; sales-action-03; sales-action-04; sales-action-05; sales-action-06; sales-action-07; sales-action-08; sales-action-09,,,BUTTON|영업 성과거래처별 GP 분석리포트||1
AI에게 묻기,ai-action-15,판매계약서 · SC-2026-0708.pdf박서윤 요청 · 은행 점검 통과승인,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-15,/erp/ai,/erp/documents/create,document-create; document-create-qt; document-create-pi; document-create-sc; document-create-po; document-create-ci; document-create-pl; document-create-si; document-create-bc; document-create-dlv; document-create-co; document-create-soa; document-create-dn; document-create-cn; document-items-added; document-item-deleted; document-items-empty; document-create-pi-items-added; document-create-pi-item-deleted; document-create-pi-items-empty; document-create-sc-items-added; document-create-sc-item-deleted; document-create-sc-items-empty; document-create-po-items-added; document-create-po-item-deleted; document-create-po-items-empty; document-create-ci-items-added; document-create-ci-item-deleted; document-create-ci-items-empty; document-create-pl-items-added; document-create-pl-item-deleted; document-create-pl-items-empty; document-create-dlv-items-added; document-create-dlv-item-deleted; document-create-dlv-items-empty; document-create-co-items-added; document-create-co-item-deleted; document-create-co-items-empty; document-create-action-02; document-create-action-03; document-create-action-04; document-create-qt-action-02; document-create-qt-action-03; document-create-qt-action-04; document-create-qt-action-05; document-create-qt-action-06; document-create-qt-action-07; document-create-qt-action-08,,,BUTTON|판매계약서 · SC-2026-0708.pdf박서윤 요청 · 은행 점검 통과승인||1
AI에게 묻기,ai-action-15,상업송장 · CI-2026-0703.pdf김도현 요청 · 거래 연결 확인승인,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-15,/erp/ai,/erp/documents/create,document-create; document-create-qt; document-create-pi; document-create-sc; document-create-po; document-create-ci; document-create-pl; document-create-si; document-create-bc; document-create-dlv; document-create-co; document-create-soa; document-create-dn; document-create-cn; document-items-added; document-item-deleted; document-items-empty; document-create-pi-items-added; document-create-pi-item-deleted; document-create-pi-items-empty; document-create-sc-items-added; document-create-sc-item-deleted; document-create-sc-items-empty; document-create-po-items-added; document-create-po-item-deleted; document-create-po-items-empty; document-create-ci-items-added; document-create-ci-item-deleted; document-create-ci-items-empty; document-create-pl-items-added; document-create-pl-item-deleted; document-create-pl-items-empty; document-create-dlv-items-added; document-create-dlv-item-deleted; document-create-dlv-items-empty; document-create-co-items-added; document-create-co-item-deleted; document-create-co-items-empty; document-create-action-02; document-create-action-03; document-create-action-04; document-create-qt-action-02; document-create-qt-action-03; document-create-qt-action-04; document-create-qt-action-05; document-create-qt-action-06; document-create-qt-action-07; document-create-qt-action-08,,,BUTTON|상업송장 · CI-2026-0703.pdf김도현 요청 · 거래 연결 확인승인||1
AI에게 묻기,ai-action-15,오늘 할 일승인 대기 업무 모아보기업무,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-15,/erp/ai,/erp/home,home; workspace-menu; product-menu; profile-menu; home-action-01; home-action-02; home-action-03; home-action-04; home-action-05; home-action-06; home-action-07; home-action-08,,,BUTTON|오늘 할 일승인 대기 업무 모아보기업무||1
AI에게 묻기,ai-action-18,다시 확인,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=ai-action-18,/erp/ai,/erp/ai,,,,BUTTON|다시 확인||1
알림,notifications,현재 목록 전체 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=notifications,/erp/notifications,/erp/notifications,,,,BUTTON|현재 목록 전체 선택||1
알림,notifications,B/L 수량 불일치를 확인해주세요 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=notifications,/erp/notifications,/erp/notifications,,,,BUTTON|B/L 수량 불일치를 확인해주세요 선택||1
알림,notifications,판매계약서 승인 요청이 도착했습니다 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=notifications,/erp/notifications,/erp/notifications,,,,BUTTON|판매계약서 승인 요청이 도착했습니다 선택||1
알림,notifications,수입신고필증 업로드가 필요합니다 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=notifications,/erp/notifications,/erp/notifications,,,,BUTTON|수입신고필증 업로드가 필요합니다 선택||1
알림,notifications,내일 지급 예정인 정산이 있습니다 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=notifications,/erp/notifications,/erp/notifications,,,,BUTTON|내일 지급 예정인 정산이 있습니다 선택||1
알림,notifications,거래 문서 검토가 완료되었습니다 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=notifications,/erp/notifications,/erp/notifications,,,,BUTTON|거래 문서 검토가 완료되었습니다 선택||1
알림,notifications,선적 지연 위험이 해소되었습니다 선택,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=notifications,/erp/notifications,/erp/notifications,,,,BUTTON|선적 지연 위험이 해소되었습니다 선택||1
문서 올리기,document-retry,AI 서류 처리,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=document-retry,/erp/documents/upload/ArrivalNotice_014W.pdf/review,/erp/home,home; workspace-menu; product-menu; profile-menu; home-action-01; home-action-02; home-action-03; home-action-04; home-action-05; home-action-06; home-action-07; home-action-08,,,BUTTON|AI 서류 처리||1
문서 올리기,document-retry,"페이지 목록 열기, 현재 1 / 2 페이지",화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-retry,/erp/documents/upload/ArrivalNotice_014W.pdf/review,/erp/documents/upload/ArrivalNotice_014W.pdf/review,,,,"BUTTON|페이지 목록 열기, 현재 1 / 2 페이지||1"
문서 올리기,document-retry,다음 페이지,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-retry,/erp/documents/upload/ArrivalNotice_014W.pdf/review,/erp/documents/upload/ArrivalNotice_014W.pdf/review,,,,BUTTON|다음 페이지||1
오늘 할 일,home-action-02,기록,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=home-action-02,/erp/home,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|기록||1
오늘 할 일,home-action-02,보기,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=home-action-02,/erp/home,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|보기||1
오늘 할 일,home-action-03,화면 권한 전환,화면·선택값 변화 관찰 / 결과 화면 중복 검토 필요,https://devdev-e6t.pages.dev/html/erp/?page=home-action-03,/erp/home,/erp/home,,Owner; Admin; Member,,BUTTON|화면 권한 전환||1
오늘 할 일,home-action-04,질문,URL 이동 관찰 / 연결 누락 후보,https://devdev-e6t.pages.dev/html/erp/?page=home-action-04,/erp/home,/erp/ai,ai; ai-answer; ai-empty; ai-loading; ai-action-02; ai-action-03; ai-action-04; ai-action-05; ai-action-06; ai-action-07; ai-action-08; ai-action-09; ai-action-10; ai-action-11; ai-action-12; ai-action-13; ai-action-14; ai-action-15; ai-action-16; ai-action-17; ai-action-18; ai-answer-action-02; ai-answer-action-03; ai-answer-action-04; ai-answer-action-05; ai-answer-action-06; ai-answer-action-08; ai-answer-action-09; ai-answer-action-10; ai-answer-action-11; ai-answer-action-12; ai-answer-action-13; ai-answer-action-14; ai-answer-action-15; ai-answer-action-16; ai-answer-action-17; ai-answer-action-18; ai-answer-action-19; ai-answer-action-20,,,BUTTON|질문||1
문서 올리기,document-upload,1페이지,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-upload,/erp/documents/upload,/erp/documents/upload,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|1페이지||1
문서 만들기,document-create,Next slide,180ms 내 변화 없음 / 추가 확인 필요,https://devdev-e6t.pages.dev/html/erp/?page=document-create,/erp/documents/create,/erp/documents/create,,,180ms 후 화면·선택값 변화 없음; 비동기 처리/동일 상태는 별도 확인 필요,BUTTON|Next slide||1
선적,shipment-review,기록,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|기록||1
선적,shipment-review,SNAP 증거함,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|SNAP 증거함||1
선적,shipment-review,전체,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|전체||1
선적,shipment-review,전체 10,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|전체 10||1
선적,shipment-review,반영 대기 3,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|반영 대기 3||1
선적,shipment-review,확인 필요 5,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|확인 필요 5||1
선적,shipment-review,반영 완료 2,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|반영 완료 2||1
선적,shipment-review,7월 알루미늄 스크랩 수입,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|7월 알루미늄 스크랩 수입|BL_HMM014W2607.pdf7월 알루미늄 스크랩 수입원문 ETA 날짜 오류확인 필요운영 날짜 검토|1
선적,shipment-review,6월 재활용 원자재 수입,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|6월 재활용 원자재 수입|BL_COS26070134.pdf6월 재활용 원자재 수입운영 정보 반영 완료반영 완료처리 이력|1
선적,shipment-review,처리 이력,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|처리 이력|BL_COS26070134.pdf6월 재활용 원자재 수입운영 정보 반영 완료반영 완료처리 이력|1
선적,shipment-review,ACME 7월 해상운송 계약,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|ACME 7월 해상운송 계약|BL_MAEU26070481.pdfACME 7월 해상운송 계약확정 B/L 최초 반영 대기반영 대기다시 반영|1
선적,shipment-review,다시 반영,현재 숨김·비활성 또는 키 불일치 / 확인 보류,https://devdev-e6t.pages.dev/html/erp/?page=shipment-review,/erp/shipments,,,,현재 상태에서 보이지 않거나 비활성,BUTTON|다시 반영|BL_MAEU26070481.pdfACME 7월 해상운송 계약확정 B/L 최초 반영 대기반영 대기다시 반영|1
